summary_scope,group_type,group_value,feature,feature_stage,feature_type,unit,count,missing_rate,min,max,mean,std,p05,p50,p95,p99,baseline_filter,notes
all_rows,global,global,coolant_slope,deterministic,diff,degC/s,249575,0.000477,-1.000000,9.000000,0.018920,0.196251,0.000000,0.000000,0.000000,1.000000,all_rows,
all_rows,global,global,coolant_ambient_delta,deterministic,rowwise,degC,249599,0.000380,1.000000,108.000000,71.106222,19.209982,28.000000,72.000000,95.000000,99.000000,all_rows,
all_rows,global,global,coolant_stability,deterministic,rolling,degC,177727,0.288221,0.000000,4.879190,0.408925,0.442388,0.000000,0.423531,1.167353,2.341758,all_rows,
all_rows,global,global,intake_ambient_delta,deterministic,rowwise,degC,249600,0.000376,-43.000000,137.000000,9.189119,15.147480,1.000000,6.000000,20.000000,95.000000,all_rows,
all_rows,global,global,intake_temp_slope,deterministic,diff,degC/s,249557,0.000549,-96.000000,114.000000,0.006668,3.588126,-3.000000,0.000000,2.000000,4.000000,all_rows,
all_rows,global,global,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,249670,0.000096,0.000000,17240000.000000,2117.462036,74090.170587,0.468865,0.714663,1.753872,2.117947,all_rows,
all_rows,global,global,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,249674,0.000080,0.000000,2795.128774,689.914892,383.576373,256.706150,626.965209,1414.659638,1880.171185,all_rows,
all_rows,global,global,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,249669,0.000100,0.000001,59117491.596362,7247.088210,253994.118190,0.057675,0.593553,2.163919,2.893374,all_rows,
all_rows,global,global,speed_density_maf_residual,baseline_final,residual,g/s,249669,0.000100,-33.123232,79.178345,1.998350,8.126648,-6.311188,-0.634093,15.403518,36.134265,all_rows,
all_rows,global,global,map_slope,deterministic,diff,kPa/s,249573,0.000485,-138.000000,135.000000,-0.016156,13.734987,-14.000000,0.000000,16.000000,46.000000,all_rows,
all_rows,global,global,accel_pedal_mean,deterministic,rowwise,percent,249633,0.000244,14.100000,84.700000,21.839177,12.685019,14.300000,14.300000,48.650000,65.300000,all_rows,
all_rows,global,global,pedal_throttle_gap,baseline_final,residual,percent,249633,0.000244,-69.588473,17.863332,0.100635,11.203082,-0.229427,2.266287,4.977894,7.578617,all_rows,
all_rows,global,global,pedal_to_throttle_delay,event,event,s,1050,0.995795,0.000000,3.000000,0.731429,1.053508,0.000000,0.000000,3.000000,3.000000,all_rows,
all_rows,global,global,tps_slope,deterministic,diff,percent/s,249544,0.000601,-69.800000,75.300000,-0.020437,8.184213,0.000000,0.000000,0.000000,46.700000,all_rows,
all_rows,global,global,accel_pedal_channel_delta,deterministic,rowwise,percent,249633,0.000244,0.000000,63.500000,0.795367,2.275011,0.000000,0.400000,2.300000,10.404000,all_rows,
all_rows,global,global,accel_pedal_channel_ratio,deterministic,rowwise,ratio,249633,0.000244,0.181701,4.655172,0.986480,0.106306,0.965616,0.972414,1.026144,1.300000,all_rows,
all_rows,global,global,pedal_slope,deterministic,diff,percent/s,249516,0.000713,-63.700000,62.000000,0.000237,6.141482,-7.450000,0.000000,7.700000,20.200000,all_rows,
all_rows,global,global,engine_on_flag,deterministic,rowwise,flag,249687,0.000028,0.000000,1.000000,0.964856,0.184144,1.000000,1.000000,1.000000,1.000000,all_rows,
all_rows,global,global,rpm_slope,deterministic,diff,rpm/s,249569,0.000501,-2703.000000,3280.000000,0.001835,141.912937,-118.000000,0.000000,133.000000,527.000000,all_rows,
all_rows,global,global,idle_flag,deterministic,rowwise,flag,249694,0.000000,0.000000,1.000000,0.072757,0.259738,0.000000,0.000000,1.000000,1.000000,all_rows,
all_rows,global,global,idle_rpm_stability,deterministic,rolling,rpm,3514,0.985927,0.568321,364.600788,27.768534,45.529433,0.761124,1.667988,88.320316,197.798313,all_rows,
all_rows,thermal_state,engine_off,coolant_slope,deterministic,diff,degC/s,8736,0.004444,-1.000000,1.000000,0.001259,0.178073,0.000000,0.000000,0.000000,1.000000,all_rows,
all_rows,thermal_state,engine_off,coolant_ambient_delta,deterministic,rowwise,degC,8759,0.001823,1.000000,98.000000,65.169540,21.188718,24.000000,70.000000,92.000000,95.000000,all_rows,
all_rows,thermal_state,engine_off,coolant_stability,deterministic,rolling,degC,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,engine_off,intake_ambient_delta,deterministic,rowwise,degC,8759,0.001823,-43.000000,137.000000,75.904441,29.913301,2.000000,75.000000,119.000000,127.420000,all_rows,
all_rows,thermal_state,engine_off,intake_temp_slope,deterministic,diff,degC/s,8729,0.005242,-13.000000,114.000000,2.751632,15.468262,-5.000000,-1.000000,35.000000,76.000000,all_rows,
all_rows,thermal_state,engine_off,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,8766,0.001026,0.000000,17240000.000000,60187.089909,390875.170219,0.000000,0.000000,3.480000,1060500.000000,all_rows,
all_rows,thermal_state,engine_off,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,8771,0.000456,0.000000,7.535899,0.017875,0.311859,0.000000,0.000000,0.000000,0.000000,all_rows,
all_rows,thermal_state,engine_off,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,8766,0.001026,0.123671,59117491.596362,206386.989812,1340345.650565,0.123671,0.123671,11.800201,3636548.598434,all_rows,
all_rows,thermal_state,engine_off,speed_density_maf_residual,baseline_final,residual,g/s,8766,0.001026,-20.487980,9.967737,-8.766143,0.875640,-9.327169,-9.044617,-6.715076,-5.060724,all_rows,
all_rows,thermal_state,engine_off,map_slope,deterministic,diff,kPa/s,8734,0.004672,-66.000000,84.000000,1.731166,9.301056,-1.000000,0.000000,14.000000,47.000000,all_rows,
all_rows,thermal_state,engine_off,accel_pedal_mean,deterministic,rowwise,percent,8750,0.002849,14.100000,84.700000,14.460137,2.340964,14.300000,14.300000,14.500000,19.200000,all_rows,
all_rows,thermal_state,engine_off,pedal_throttle_gap,baseline_final,residual,percent,8750,0.002849,-67.733623,7.582697,3.538580,16.344726,-29.246383,7.578617,7.578617,7.578617,all_rows,
all_rows,thermal_state,engine_off,pedal_to_throttle_delay,event,event,s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,engine_off,tps_slope,deterministic,diff,percent/s,8720,0.006268,-69.800000,75.300000,2.356261,13.348218,0.000000,0.000000,3.500000,71.800000,all_rows,
all_rows,thermal_state,engine_off,accel_pedal_channel_delta,deterministic,rowwise,percent,8750,0.002849,0.000000,13.400000,0.391634,0.204053,0.400000,0.400000,0.400000,0.400000,all_rows,
all_rows,thermal_state,engine_off,accel_pedal_channel_ratio,deterministic,rowwise,ratio,8750,0.002849,0.512727,1.351724,0.974305,0.011971,0.972414,0.972414,1.000000,1.023207,all_rows,
all_rows,thermal_state,engine_off,pedal_slope,deterministic,diff,percent/s,8707,0.007749,-34.900000,28.000000,0.009889,0.861218,0.000000,0.000000,0.000000,0.200000,all_rows,
all_rows,thermal_state,engine_off,engine_on_flag,deterministic,rowwise,flag,8775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,all_rows,
all_rows,thermal_state,engine_off,rpm_slope,deterministic,diff,rpm/s,8732,0.004900,-868.000000,0.000000,-14.092419,85.121501,0.000000,0.000000,0.000000,0.000000,all_rows,
all_rows,thermal_state,engine_off,idle_flag,deterministic,rowwise,flag,8775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,all_rows,
all_rows,thermal_state,engine_off,idle_rpm_stability,deterministic,rolling,rpm,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,post_warmup,coolant_slope,deterministic,diff,degC/s,194380,0.000072,-1.000000,2.000000,0.006045,0.169975,0.000000,0.000000,0.000000,1.000000,all_rows,
all_rows,thermal_state,post_warmup,coolant_ambient_delta,deterministic,rowwise,degC,194348,0.000237,43.000000,108.000000,78.283893,10.747002,63.000000,76.000000,96.000000,100.000000,all_rows,
all_rows,thermal_state,post_warmup,coolant_stability,deterministic,rolling,degC,177727,0.085738,0.000000,4.879190,0.408925,0.442388,0.000000,0.423531,1.167353,2.341758,all_rows,
all_rows,thermal_state,post_warmup,intake_ambient_delta,deterministic,rowwise,degC,194348,0.000237,-34.000000,131.000000,7.096430,6.020210,1.000000,6.000000,16.000000,24.000000,all_rows,
all_rows,thermal_state,post_warmup,intake_temp_slope,deterministic,diff,degC/s,194379,0.000077,-96.000000,80.000000,-0.086825,2.060800,-2.000000,0.000000,2.000000,4.000000,all_rows,
all_rows,thermal_state,post_warmup,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,194394,0.000000,0.000000,6.987097,0.864997,0.390123,0.499768,0.744634,1.812268,2.111139,all_rows,
all_rows,thermal_state,post_warmup,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,194394,0.000000,5.827062,2795.128774,755.906638,378.395600,291.557762,683.942370,1458.795276,1972.143314,all_rows,
all_rows,thermal_state,post_warmup,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,194394,0.000000,0.000001,23.723767,0.702579,0.616940,0.053854,0.591181,1.829993,2.652626,all_rows,
all_rows,thermal_state,post_warmup,speed_density_maf_residual,baseline_final,residual,g/s,194394,0.000000,-33.123232,79.178345,2.137163,8.230819,-3.811245,-0.746117,15.761232,39.390694,all_rows,
all_rows,thermal_state,post_warmup,map_slope,deterministic,diff,kPa/s,194380,0.000072,-138.000000,135.000000,-0.093811,13.189067,-13.000000,0.000000,15.000000,43.000000,all_rows,
all_rows,thermal_state,post_warmup,accel_pedal_mean,deterministic,rowwise,percent,194391,0.000015,14.100000,84.700000,21.968392,13.015874,14.300000,14.300000,49.400000,69.800000,all_rows,
all_rows,thermal_state,post_warmup,pedal_throttle_gap,baseline_final,residual,percent,194391,0.000015,-68.475500,13.060936,-0.025092,10.890502,-0.089159,2.313780,3.472653,4.393555,all_rows,
all_rows,thermal_state,post_warmup,pedal_to_throttle_delay,event,event,s,579,0.997022,0.000000,3.000000,0.690846,1.021957,0.000000,0.000000,3.000000,3.000000,all_rows,
all_rows,thermal_state,post_warmup,tps_slope,deterministic,diff,percent/s,194378,0.000082,-69.800000,70.600000,-0.102942,6.858610,0.000000,0.000000,0.000000,5.100000,all_rows,
all_rows,thermal_state,post_warmup,accel_pedal_channel_delta,deterministic,rowwise,percent,194391,0.000015,0.000000,63.500000,0.768474,2.194018,0.000000,0.400000,2.000000,9.800000,all_rows,
all_rows,thermal_state,post_warmup,accel_pedal_channel_ratio,deterministic,rowwise,ratio,194391,0.000015,0.181701,4.655172,0.986038,0.101761,0.968127,0.972414,1.024845,1.269608,all_rows,
all_rows,thermal_state,post_warmup,pedal_slope,deterministic,diff,percent/s,194377,0.000087,-63.700000,62.000000,-0.005346,5.822325,-6.700000,0.000000,7.100000,18.650000,all_rows,
all_rows,thermal_state,post_warmup,engine_on_flag,deterministic,rowwise,flag,194394,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,all_rows,
all_rows,thermal_state,post_warmup,rpm_slope,deterministic,diff,rpm/s,194380,0.000072,-2703.000000,3280.000000,0.096178,129.873594,-99.000000,0.000000,111.000000,472.000000,all_rows,
all_rows,thermal_state,post_warmup,idle_flag,deterministic,rowwise,flag,194394,0.000000,0.000000,1.000000,0.044698,0.206640,0.000000,0.000000,0.000000,1.000000,all_rows,
all_rows,thermal_state,post_warmup,idle_rpm_stability,deterministic,rolling,rpm,1404,0.992778,0.629724,350.256958,51.287458,42.286126,0.953393,62.978932,89.631035,179.867186,all_rows,
all_rows,thermal_state,unknown,coolant_slope,deterministic,diff,degC/s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,coolant_ambient_delta,deterministic,rowwise,degC,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,coolant_stability,deterministic,rolling,degC,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,intake_ambient_delta,deterministic,rowwise,degC,1,0.857143,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,all_rows,
all_rows,thermal_state,unknown,intake_temp_slope,deterministic,diff,degC/s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,1,0.857143,860000.000000,860000.000000,860000.000000,0.000000,860000.000000,860000.000000,860000.000000,860000.000000,all_rows,
all_rows,thermal_state,unknown,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,speed_density_maf_residual,baseline_final,residual,g/s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,map_slope,deterministic,diff,kPa/s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,accel_pedal_mean,deterministic,rowwise,percent,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,pedal_throttle_gap,baseline_final,residual,percent,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,pedal_to_throttle_delay,event,event,s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,tps_slope,deterministic,diff,percent/s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,accel_pedal_channel_delta,deterministic,rowwise,percent,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,accel_pedal_channel_ratio,deterministic,rowwise,ratio,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,pedal_slope,deterministic,diff,percent/s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,engine_on_flag,deterministic,rowwise,flag,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,rpm_slope,deterministic,diff,rpm/s,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,unknown,idle_flag,deterministic,rowwise,flag,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,all_rows,
all_rows,thermal_state,unknown,idle_rpm_stability,deterministic,rolling,rpm,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,warmup,coolant_slope,deterministic,diff,degC/s,46459,0.001268,-1.000000,9.000000,0.076110,0.275742,0.000000,0.000000,1.000000,1.000000,all_rows,
all_rows,thermal_state,warmup,coolant_ambient_delta,deterministic,rowwise,degC,46492,0.000559,1.000000,86.000000,42.220253,18.904293,10.000000,42.000000,71.000000,78.000000,all_rows,
all_rows,thermal_state,warmup,coolant_stability,deterministic,rolling,degC,0,1.000000,,,,,,,,,all_rows,
all_rows,thermal_state,warmup,intake_ambient_delta,deterministic,rowwise,degC,46492,0.000559,-39.000000,117.000000,5.368214,6.348001,-2.000000,5.000000,12.000000,24.000000,all_rows,
all_rows,thermal_state,warmup,intake_temp_slope,deterministic,diff,degC/s,46449,0.001483,-70.000000,81.000000,-0.117936,2.229743,-2.000000,0.000000,2.000000,4.000000,all_rows,
all_rows,thermal_state,warmup,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,46509,0.000193,0.000000,6.370213,0.829221,0.333475,0.517003,0.689135,1.395292,2.063274,all_rows,
all_rows,thermal_state,warmup,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,46509,0.000193,7.024545,2313.569269,544.194437,249.364462,270.992698,490.140996,1021.854424,1485.307494,all_rows,
all_rows,thermal_state,warmup,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,46509,0.000193,0.000033,21.585124,1.039293,0.892388,0.064118,0.804933,2.391551,3.245848,all_rows,
all_rows,thermal_state,warmup,speed_density_maf_residual,baseline_final,residual,g/s,46509,0.000193,-31.171329,71.696367,3.447044,6.870610,-3.292686,0.817742,15.435038,26.082665,all_rows,
all_rows,thermal_state,warmup,map_slope,deterministic,diff,kPa/s,46459,0.001268,-134.000000,135.000000,-0.019738,16.393788,-18.000000,0.000000,20.000000,53.000000,all_rows,
all_rows,thermal_state,warmup,accel_pedal_mean,deterministic,rowwise,percent,46492,0.000559,14.100000,73.300000,22.687676,11.982259,14.300000,14.300000,47.250000,57.650000,all_rows,
all_rows,thermal_state,warmup,pedal_throttle_gap,baseline_final,residual,percent,46492,0.000559,-69.588473,17.863332,-0.020715,11.199545,-3.614111,1.915595,6.200182,11.132429,all_rows,
all_rows,thermal_state,warmup,pedal_to_throttle_delay,event,event,s,471,0.989875,0.000000,3.000000,0.781316,1.090067,0.000000,0.000000,3.000000,3.000000,all_rows,
all_rows,thermal_state,warmup,tps_slope,deterministic,diff,percent/s,46446,0.001548,-69.800000,69.800000,-0.121362,11.334250,0.000000,0.000000,0.000000,52.500000,all_rows,
all_rows,thermal_state,warmup,accel_pedal_channel_delta,deterministic,rowwise,percent,46492,0.000559,0.000000,47.100000,0.983796,2.754325,0.000000,0.400000,3.600000,13.800000,all_rows,
all_rows,thermal_state,warmup,accel_pedal_channel_ratio,deterministic,rowwise,ratio,46492,0.000559,0.231908,4.248276,0.990617,0.131567,0.944598,0.972414,1.029963,1.504713,all_rows,
all_rows,thermal_state,warmup,pedal_slope,deterministic,diff,percent/s,46432,0.001849,-54.900000,54.700000,0.021799,7.786967,-12.150000,0.000000,11.400000,25.900000,all_rows,
all_rows,thermal_state,warmup,engine_on_flag,deterministic,rowwise,flag,46518,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,all_rows,
all_rows,thermal_state,warmup,rpm_slope,deterministic,diff,rpm/s,46457,0.001311,-1659.000000,1609.000000,2.256237,190.294587,-270.000000,0.000000,280.000000,688.440000,all_rows,
all_rows,thermal_state,warmup,idle_flag,deterministic,rowwise,flag,46518,0.000000,0.000000,1.000000,0.203749,0.402789,0.000000,0.000000,1.000000,1.000000,all_rows,
all_rows,thermal_state,warmup,idle_rpm_stability,deterministic,rolling,rpm,2110,0.954641,0.568321,364.600788,12.118975,40.621695,0.730297,1.315251,68.100165,213.427786,all_rows,
all_rows,child_state,acceleration,coolant_slope,deterministic,diff,degC/s,42789,0.000164,-1.000000,2.000000,0.026339,0.197607,0.000000,0.000000,0.000000,1.000000,all_rows,
all_rows,child_state,acceleration,coolant_ambient_delta,deterministic,rowwise,degC,42789,0.000164,2.000000,102.000000,68.279955,20.902134,21.000000,71.000000,94.000000,97.000000,all_rows,
all_rows,child_state,acceleration,coolant_stability,deterministic,rolling,degC,27453,0.358515,0.000000,4.077325,0.401785,0.384932,0.000000,0.426522,1.136776,1.932975,all_rows,
all_rows,child_state,acceleration,intake_ambient_delta,deterministic,rowwise,degC,42789,0.000164,-39.000000,131.000000,8.404099,8.425861,0.000000,8.000000,19.000000,30.000000,all_rows,
all_rows,child_state,acceleration,intake_temp_slope,deterministic,diff,degC/s,42788,0.000187,-96.000000,43.000000,-0.165151,2.945803,-3.000000,0.000000,2.000000,4.000000,all_rows,
all_rows,child_state,acceleration,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,42795,0.000023,0.000000,6.370213,0.819375,0.317669,0.495294,0.728879,1.423752,1.851406,all_rows,
all_rows,child_state,acceleration,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,42795,0.000023,6.216171,1839.716518,646.752717,235.591589,317.510732,625.961999,1076.711860,1334.237553,all_rows,
all_rows,child_state,acceleration,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,42795,0.000023,0.000033,21.585124,0.766597,0.777850,0.048376,0.548550,2.271008,2.927183,all_rows,
all_rows,child_state,acceleration,speed_density_maf_residual,baseline_final,residual,g/s,42795,0.000023,-33.123232,71.253994,1.066687,5.910385,-5.144762,-0.710533,13.047236,20.567579,all_rows,
all_rows,child_state,acceleration,map_slope,deterministic,diff,kPa/s,42789,0.000164,-126.000000,124.000000,0.280002,17.768442,-27.000000,0.000000,25.000000,48.000000,all_rows,
all_rows,child_state,acceleration,accel_pedal_mean,deterministic,rowwise,percent,42794,0.000047,14.100000,78.000000,28.992619,11.928459,14.300000,29.000000,48.200000,54.500000,all_rows,
all_rows,child_state,acceleration,pedal_throttle_gap,baseline_final,residual,percent,42794,0.000047,-68.475500,9.875155,-0.019510,11.541060,-34.106507,2.428239,5.124223,6.893598,all_rows,
all_rows,child_state,acceleration,pedal_to_throttle_delay,event,event,s,479,0.988807,0.000000,3.000000,0.645094,0.956880,0.000000,0.000000,3.000000,3.000000,all_rows,
all_rows,child_state,acceleration,tps_slope,deterministic,diff,percent/s,42787,0.000210,-69.800000,68.300000,-0.034405,12.268772,-0.400000,0.000000,0.400000,52.500000,all_rows,
all_rows,child_state,acceleration,accel_pedal_channel_delta,deterministic,rowwise,percent,42794,0.000047,0.000000,47.900000,1.254332,3.104625,0.000000,0.400000,5.100000,16.800000,all_rows,
all_rows,child_state,acceleration,accel_pedal_channel_ratio,deterministic,rowwise,ratio,42794,0.000047,0.227419,4.170213,0.997866,0.145656,0.921569,0.986577,1.072928,1.570000,all_rows,
all_rows,child_state,acceleration,pedal_slope,deterministic,diff,percent/s,42787,0.000210,-63.000000,51.750000,-0.136161,8.839780,-16.500000,0.000000,12.900000,26.650000,all_rows,
all_rows,child_state,acceleration,engine_on_flag,deterministic,rowwise,flag,42796,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,all_rows,
all_rows,child_state,acceleration,rpm_slope,deterministic,diff,rpm/s,42789,0.000164,-1385.000000,1201.000000,21.310477,188.003255,-356.600000,24.000000,248.000000,504.120000,all_rows,
all_rows,child_state,acceleration,idle_flag,deterministic,rowwise,flag,42796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,all_rows,
all_rows,child_state,acceleration,idle_rpm_stability,deterministic,rolling,rpm,0,1.000000,,,,,,,,,all_rows,
all_rows,child_state,deceleration,coolant_slope,deterministic,diff,degC/s,65285,0.000092,-1.000000,1.000000,0.017814,0.203452,0.000000,0.000000,0.000000,1.000000,all_rows,
all_rows,child_state,deceleration,coolant_ambient_delta,deterministic,rowwise,degC,65286,0.000077,2.000000,104.000000,70.895414,19.270697,27.000000,72.000000,95.000000,98.000000,all_rows,
all_rows,child_state,deceleration,coolant_stability,deterministic,rolling,degC,47332,0.275061,0.000000,4.646364,0.399486,0.388193,0.000000,0.426522,1.033206,2.016953,all_rows,
all_rows,child_state,deceleration,intake_ambient_delta,deterministic,rowwise,degC,65286,0.000077,-35.000000,89.000000,5.880924,5.365710,-1.000000,6.000000,14.000000,22.000000,all_rows,
all_rows,child_state,deceleration,intake_temp_slope,deterministic,diff,degC/s,65285,0.000092,-47.000000,81.000000,-0.100398,1.734862,-3.000000,0.000000,2.000000,4.000000,all_rows,
all_rows,child_state,deceleration,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,65291,0.000000,0.000000,3.554430,0.776270,0.280654,0.489609,0.646809,1.207564,1.592269,all_rows,
all_rows,child_state,deceleration,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,65291,0.000000,7.024545,2406.049448,573.492130,249.554706,297.981011,535.038760,1053.583465,1378.926929,all_rows,
all_rows,child_state,deceleration,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,65291,0.000000,0.000001,11.995062,0.856795,0.660902,0.072907,0.698400,2.109562,2.763675,all_rows,
all_rows,child_state,deceleration,speed_density_maf_residual,baseline_final,residual,g/s,65291,0.000000,-27.838480,67.410013,3.116074,6.314068,-3.604575,0.262402,14.275575,20.111166,all_rows,
all_rows,child_state,deceleration,map_slope,deterministic,diff,kPa/s,65285,0.000092,-127.000000,114.000000,-0.509887,11.087132,-12.000000,0.000000,12.000000,35.000000,all_rows,
all_rows,child_state,deceleration,accel_pedal_mean,deterministic,rowwise,percent,65290,0.000015,14.100000,77.450000,18.325899,8.378021,14.300000,14.300000,38.800000,49.400000,all_rows,
all_rows,child_state,deceleration,pedal_throttle_gap,baseline_final,residual,percent,65290,0.000015,-67.846232,2.745030,-0.051944,10.834023,1.319025,2.149100,2.319516,2.334476,all_rows,
all_rows,child_state,deceleration,pedal_to_throttle_delay,event,event,s,138,0.997886,0.000000,3.000000,0.724638,1.058632,0.000000,0.000000,3.000000,3.000000,all_rows,
all_rows,child_state,deceleration,tps_slope,deterministic,diff,percent/s,65285,0.000092,-69.800000,69.800000,-0.112910,6.716886,0.000000,0.000000,0.000000,3.500000,all_rows,
all_rows,child_state,deceleration,accel_pedal_channel_delta,deterministic,rowwise,percent,65290,0.000015,0.000000,47.900000,0.748879,1.914313,0.000000,0.400000,2.300000,9.800000,all_rows,
all_rows,child_state,deceleration,accel_pedal_channel_ratio,deterministic,rowwise,ratio,65290,0.000015,0.241438,4.397163,0.985155,0.102014,0.961340,0.972414,1.024845,1.366103,all_rows,
all_rows,child_state,deceleration,pedal_slope,deterministic,diff,percent/s,65284,0.000107,-63.500000,58.100000,0.271824,5.703678,-7.650000,0.000000,9.400000,19.275500,all_rows,
all_rows,child_state,deceleration,engine_on_flag,deterministic,rowwise,flag,65291,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,all_rows,
all_rows,child_state,deceleration,rpm_slope,deterministic,diff,rpm/s,65285,0.000092,-2703.000000,3280.000000,-27.122019,166.074737,-232.000000,-20.000000,119.000000,674.160000,all_rows,
all_rows,child_state,deceleration,idle_flag,deterministic,rowwise,flag,65291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,all_rows,
all_rows,child_state,deceleration,idle_rpm_stability,deterministic,rolling,rpm,0,1.000000,,,,,,,,,all_rows,
all_rows,child_state,high_load,coolant_slope,deterministic,diff,degC/s,26276,0.000076,-1.000000,9.000000,0.025689,0.212068,0.000000,0.000000,0.000000,1.000000,all_rows,
all_rows,child_state,high_load,coolant_ambient_delta,deterministic,rowwise,degC,26276,0.000076,7.000000,103.000000,74.518344,15.836832,41.000000,73.000000,97.000000,100.000000,all_rows,
all_rows,child_state,high_load,coolant_stability,deterministic,rolling,degC,21701,0.174176,0.000000,4.497331,0.421281,0.482298,0.000000,0.415450,1.147830,2.831372,all_rows,
all_rows,child_state,high_load,intake_ambient_delta,deterministic,rowwise,degC,26276,0.000076,-25.000000,118.000000,7.220658,6.787352,3.000000,7.000000,13.000000,29.000000,all_rows,
all_rows,child_state,high_load,intake_temp_slope,deterministic,diff,degC/s,26276,0.000076,-69.000000,52.000000,-0.300065,3.018033,-3.000000,0.000000,2.000000,4.000000,all_rows,
all_rows,child_state,high_load,maf_derived_air_load_raw,deterministic,raw_proxy,g/rev_proxy,26278,0.000000,0.000000,4.663087,1.440576,0.504213,0.678216,1.359462,2.134819,2.211946,all_rows,
all_rows,child_state,high_load,map_derived_air_load_raw,deterministic,raw_proxy,rpm*kPa/K,26278,0.000000,34.342255,2795.128774,1283.064389,445.837783,562.835380,1267.413269,2109.464564,2482.904009,all_rows,
all_rows,child_state,high_load,maf_map_cohesion,baseline_final,cohesion,zscore_abs_diff,26278,0.000000,0.000254,15.724381,1.077355,0.887008,0.086958,0.826399,2.644757,3.663334,all_rows,
all_rows,child_state,high_load,speed_density_maf_residual,baseline_final,residual,g/s,26278,0.000000,-31.171329,79.178345,11.360851,15.986094,-5.307280,7.711119,45.542728,60.943571,all_rows,
all_rows,child_state,high_load,map_slope,deterministic,diff,kPa/s,26276,0.000076,-138.000000,135.000000,0.184199,27.248189,-49.000000,0.000000,46.000000,79.000000,all_rows,
all_rows,child_state,high_load,accel_pedal_mean,deterministic,rowwise,percent,26278,0.000000,14.100000,84.700000,36.304567,21.213716,14.300000,37.850000,77.250000,77.800000,all_rows,
