event_id,event_type,feature_name,trip_id,segment_id,event_time,event_row_in_segment,event_magnitude,delay_seconds,max_correlation,valid,invalid_reason
pedal_step_000001,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:19:35+00:00,186,22.900000,,,False,zero_variance
pedal_step_000002,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:19:51+00:00,202,22.600000,0.000000,0.840500,True,none
pedal_step_000003,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:20:12+00:00,223,24.700000,1.000000,0.779850,True,none
pedal_step_000004,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:20:16+00:00,227,24.150000,,,False,duplicate_or_overlapping_event
pedal_step_000005,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:20:41+00:00,252,42.750000,,0.220369,False,low_correlation
pedal_step_000006,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:20:53+00:00,264,23.350000,,,False,zero_variance
pedal_step_000007,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:22:09+00:00,340,26.700000,0.000000,0.577095,True,none
pedal_step_000008,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:22:50+00:00,381,32.550000,0.000000,0.748602,True,none
pedal_step_000009,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:22:58+00:00,389,24.100000,,,False,duplicate_or_overlapping_event
pedal_step_000010,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:24:07+00:00,458,22.150000,1.000000,0.574660,True,none
pedal_step_000011,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:24:10+00:00,461,23.150000,,,False,duplicate_or_overlapping_event
pedal_step_000012,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:24:40+00:00,491,20.550000,1.000000,0.797566,True,none
pedal_step_000013,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:24:42+00:00,493,28.850000,,,False,duplicate_or_overlapping_event
pedal_step_000014,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:24:59+00:00,510,33.900000,0.000000,0.809735,True,none
pedal_step_000015,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:26:05+00:00,576,22.400000,,,False,zero_variance
pedal_step_000016,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:27:03+00:00,634,28.250000,3.000000,0.525925,True,none
pedal_step_000017,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:27:19+00:00,650,24.500000,0.000000,0.940250,True,none
pedal_step_000018,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:29:52+00:00,803,25.100000,,,False,zero_variance
pedal_step_000019,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:29:59+00:00,810,22.400000,,,False,duplicate_or_overlapping_event
pedal_step_000020,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:35:19+00:00,1130,20.200000,,,False,zero_variance
pedal_step_000021,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:40:10+00:00,1421,25.250000,0.000000,0.876282,True,none
pedal_step_000022,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:44:00+00:00,1651,20.200000,0.000000,0.896004,True,none
pedal_step_000023,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:44:09+00:00,1660,21.150000,1.000000,0.598420,True,none
pedal_step_000024,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:45:00+00:00,1711,22.150000,,,False,zero_variance
pedal_step_000025,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:45:46+00:00,1757,27.650000,1.000000,0.637236,True,none
pedal_step_000026,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:45:50+00:00,1761,30.050000,,,False,duplicate_or_overlapping_event
pedal_step_000027,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:46:08+00:00,1779,27.100000,,,False,zero_variance
pedal_step_000028,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:48:56+00:00,1947,20.400000,,,False,zero_variance
pedal_step_000029,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:49:14+00:00,1965,20.200000,3.000000,0.636795,True,none
pedal_step_000030,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:58:10+00:00,2501,32.000000,,0.231245,False,low_correlation
pedal_step_000031,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 05:58:16+00:00,2507,31.600000,,,False,duplicate_or_overlapping_event
pedal_step_000032,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 06:04:59+00:00,2910,26.700000,1.000000,0.836448,True,none
pedal_step_000033,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 06:10:48+00:00,3259,23.700000,0.000000,0.394554,True,none
pedal_step_000034,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 06:11:02+00:00,3273,26.050000,,,False,zero_variance
pedal_step_000035,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 06:18:42+00:00,3733,23.900000,1.000000,0.592749,True,none
pedal_step_000036,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 06:19:35+00:00,3786,29.800000,,,False,zero_variance
pedal_step_000037,pedal_step_event,pedal_to_throttle_delay,trip_0001,trip_0001_seg_001,2017-07-05 06:20:00+00:00,3811,27.250000,0.000000,0.332638,True,none
pedal_step_000038,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:21:13+00:00,235,22.550000,0.000000,0.758901,True,none
pedal_step_000039,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:22:58+00:00,340,42.150000,1.000000,0.382451,True,none
pedal_step_000040,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:24:03+00:00,405,25.900000,0.000000,0.831458,True,none
pedal_step_000041,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:24:06+00:00,408,42.550000,,,False,duplicate_or_overlapping_event
pedal_step_000042,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:24:59+00:00,461,25.700000,,,False,zero_variance
pedal_step_000043,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:25:04+00:00,466,22.950000,,,False,duplicate_or_overlapping_event
pedal_step_000044,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:28:14+00:00,656,42.600000,,,False,zero_variance
pedal_step_000045,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:31:34+00:00,856,25.250000,,,False,zero_variance
pedal_step_000046,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:31:51+00:00,873,55.450000,,,False,zero_variance
pedal_step_000047,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:32:45+00:00,927,22.750000,,,False,zero_variance
pedal_step_000048,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:33:10+00:00,952,24.300000,,,False,zero_variance
pedal_step_000049,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:33:41+00:00,983,21.950000,,,False,zero_variance
pedal_step_000050,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:33:46+00:00,988,34.950000,,,False,duplicate_or_overlapping_event
pedal_step_000051,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:33:51+00:00,993,20.250000,,,False,zero_variance
pedal_step_000052,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:33:52+00:00,994,26.600000,,,False,duplicate_or_overlapping_event
pedal_step_000053,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:35:33+00:00,1095,20.600000,,,False,zero_variance
pedal_step_000054,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:36:28+00:00,1150,31.950000,,,False,zero_variance
pedal_step_000055,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:36:54+00:00,1176,36.100000,,,False,zero_variance
pedal_step_000056,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:41:45+00:00,1467,23.000000,,,False,zero_variance
pedal_step_000057,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:44:54+00:00,1656,24.900000,,,False,zero_variance
pedal_step_000058,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:44:55+00:00,1657,24.900000,,,False,duplicate_or_overlapping_event
pedal_step_000059,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:45:04+00:00,1666,41.400000,,,False,zero_variance
pedal_step_000060,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:49:01+00:00,1903,52.600000,,,False,zero_variance
pedal_step_000061,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:56:05+00:00,2327,25.100000,0.000000,0.911228,True,none
pedal_step_000062,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:57:48+00:00,2430,28.400000,,0.043874,False,low_correlation
pedal_step_000063,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 17:59:19+00:00,2521,21.800000,,0.000000,False,low_correlation
pedal_step_000064,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 18:03:15+00:00,2757,21.150000,,,False,zero_variance
pedal_step_000065,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 18:03:32+00:00,2774,30.400000,,0.068081,False,low_correlation
pedal_step_000066,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 18:03:45+00:00,2787,24.900000,,0.089584,False,low_correlation
pedal_step_000067,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 18:05:00+00:00,2862,26.500000,,,False,zero_variance
pedal_step_000068,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 18:05:12+00:00,2874,21.400000,,,False,zero_variance
pedal_step_000069,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 18:06:29+00:00,2951,31.400000,,,False,zero_variance
pedal_step_000070,pedal_step_event,pedal_to_throttle_delay,trip_0002,trip_0002_seg_001,2017-07-05 18:08:00+00:00,3042,24.300000,,,False,zero_variance
pedal_step_000071,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:42:16+00:00,259,31.000000,1.000000,0.648180,True,none
pedal_step_000072,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:43:09+00:00,312,21.000000,0.000000,0.379269,True,none
pedal_step_000073,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:43:29+00:00,332,21.950000,0.000000,0.749232,True,none
pedal_step_000074,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:43:33+00:00,336,32.000000,,,False,duplicate_or_overlapping_event
pedal_step_000075,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:44:20+00:00,383,23.900000,0.000000,0.981212,True,none
pedal_step_000076,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:45:26+00:00,449,20.400000,,,False,zero_variance
pedal_step_000077,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:45:33+00:00,456,21.050000,,,False,duplicate_or_overlapping_event
pedal_step_000078,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:45:40+00:00,463,41.200000,0.000000,0.957168,True,none
pedal_step_000079,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:48:36+00:00,639,32.400000,0.000000,0.803169,True,none
pedal_step_000080,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:48:40+00:00,643,24.500000,,,False,duplicate_or_overlapping_event
pedal_step_000081,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:49:21+00:00,684,37.050000,0.000000,0.794292,True,none
pedal_step_000082,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:50:31+00:00,754,23.900000,3.000000,0.499476,True,none
pedal_step_000083,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:50:34+00:00,757,22.150000,,,False,duplicate_or_overlapping_event
pedal_step_000084,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:51:34+00:00,817,23.750000,0.000000,0.789276,True,none
pedal_step_000085,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:51:37+00:00,820,32.150000,,,False,duplicate_or_overlapping_event
pedal_step_000086,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:51:43+00:00,826,34.950000,2.000000,0.785339,True,none
pedal_step_000087,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:53:14+00:00,917,23.150000,3.000000,0.693578,True,none
pedal_step_000088,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:53:16+00:00,919,34.750000,,,False,duplicate_or_overlapping_event
pedal_step_000089,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:53:38+00:00,941,20.750000,3.000000,0.340363,True,none
pedal_step_000090,pedal_step_event,pedal_to_throttle_delay,trip_0003,trip_0003_seg_001,2017-07-06 06:59:41+00:00,1304,21.550000,0.000000,0.738172,True,none
pedal_step_000091,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 16:56:11+00:00,104,23.300000,0.000000,0.843135,True,none
pedal_step_000092,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 16:56:34+00:00,127,21.950000,0.000000,0.782975,True,none
pedal_step_000093,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 16:56:36+00:00,129,30.000000,,,False,duplicate_or_overlapping_event
pedal_step_000094,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 16:58:11+00:00,224,21.600000,0.000000,0.678137,True,none
pedal_step_000095,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 16:58:22+00:00,235,21.800000,0.000000,0.753824,True,none
pedal_step_000096,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:00:38+00:00,371,20.200000,1.000000,0.474939,True,none
pedal_step_000097,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:06:49+00:00,742,24.900000,0.000000,0.561468,True,none
pedal_step_000098,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:07:43+00:00,796,37.100000,0.000000,0.985126,True,none
pedal_step_000099,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:07:58+00:00,811,21.600000,,,False,zero_variance
pedal_step_000100,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:14:48+00:00,1221,55.300000,0.000000,0.718475,True,none
pedal_step_000101,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:14:53+00:00,1226,32.150000,,,False,duplicate_or_overlapping_event
pedal_step_000102,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:14:55+00:00,1228,25.700000,,,False,duplicate_or_overlapping_event
pedal_step_000103,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:15:05+00:00,1238,20.400000,,,False,zero_variance
pedal_step_000104,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:19:30+00:00,1503,20.950000,0.000000,0.390410,True,none
pedal_step_000105,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:25:24+00:00,1857,28.050000,,0.263987,False,low_correlation
pedal_step_000106,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:27:25+00:00,1978,20.600000,,,False,zero_variance
pedal_step_000107,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:28:13+00:00,2026,20.200000,,,False,zero_variance
pedal_step_000108,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:28:24+00:00,2037,21.200000,0.000000,0.651553,True,none
pedal_step_000109,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:28:33+00:00,2046,30.000000,0.000000,0.958262,True,none
pedal_step_000110,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:29:01+00:00,2074,22.950000,,,False,zero_variance
pedal_step_000111,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:29:15+00:00,2088,20.400000,1.000000,0.795701,True,none
pedal_step_000112,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:31:00+00:00,2193,47.850000,,,False,zero_variance
pedal_step_000113,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:31:14+00:00,2207,20.400000,,,False,zero_variance
pedal_step_000114,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:31:57+00:00,2250,38.250000,,,False,zero_variance
pedal_step_000115,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:33:17+00:00,2330,31.350000,,,False,zero_variance
pedal_step_000116,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:33:19+00:00,2332,20.600000,,,False,duplicate_or_overlapping_event
pedal_step_000117,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:36:34+00:00,2527,54.100000,,,False,zero_variance
pedal_step_000118,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:37:11+00:00,2564,53.950000,,,False,zero_variance
pedal_step_000119,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:42:23+00:00,2876,26.450000,,,False,zero_variance
pedal_step_000120,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:50:11+00:00,3344,25.900000,1.000000,0.761810,True,none
pedal_step_000121,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:53:55+00:00,3568,21.750000,,,False,zero_variance
pedal_step_000122,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 17:56:36+00:00,3729,20.800000,,,False,zero_variance
pedal_step_000123,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 18:06:55+00:00,4348,22.000000,,,False,zero_variance
pedal_step_000124,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 18:09:52+00:00,4525,25.100000,0.000000,0.547758,True,none
pedal_step_000125,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 18:11:17+00:00,4610,32.150000,0.000000,0.938297,True,none
pedal_step_000126,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 18:11:21+00:00,4614,33.950000,,,False,duplicate_or_overlapping_event
pedal_step_000127,pedal_step_event,pedal_to_throttle_delay,trip_0004,trip_0004_seg_001,2017-07-06 18:11:27+00:00,4620,21.350000,,,False,zero_variance
pedal_step_000128,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:25:04+00:00,113,21.350000,3.000000,0.459581,True,none
pedal_step_000129,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:25:27+00:00,136,26.850000,,0.290916,False,low_correlation
pedal_step_000130,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:26:45+00:00,214,21.550000,,,False,zero_variance
pedal_step_000131,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:28:06+00:00,295,36.700000,1.000000,0.843190,True,none
pedal_step_000132,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:30:07+00:00,416,26.300000,0.000000,0.606993,True,none
pedal_step_000133,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:31:04+00:00,473,41.200000,,0.109384,False,low_correlation
pedal_step_000134,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:45:53+00:00,1362,23.900000,0.000000,0.776716,True,none
pedal_step_000135,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:50:35+00:00,1644,21.750000,0.000000,0.802642,True,none
pedal_step_000136,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:50:50+00:00,1659,29.750000,,,False,zero_variance
pedal_step_000137,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:50:57+00:00,1666,21.000000,,,False,duplicate_or_overlapping_event
pedal_step_000138,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:50:58+00:00,1667,29.200000,,,False,duplicate_or_overlapping_event
pedal_step_000139,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 05:58:22+00:00,2111,28.450000,0.000000,0.801899,True,none
pedal_step_000140,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 06:01:44+00:00,2313,21.500000,3.000000,0.469342,True,none
pedal_step_000141,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 06:10:30+00:00,2839,20.200000,,0.233560,False,low_correlation
pedal_step_000142,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 06:12:30+00:00,2959,27.250000,0.000000,0.449384,True,none
pedal_step_000143,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 06:13:42+00:00,3031,22.700000,,,False,zero_variance
pedal_step_000144,pedal_step_event,pedal_to_throttle_delay,trip_0005,trip_0005_seg_001,2017-07-07 06:13:44+00:00,3033,24.150000,,,False,duplicate_or_overlapping_event
pedal_step_000145,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:24:34+00:00,9,24.500000,0.000000,0.839932,True,none
pedal_step_000146,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:24:38+00:00,13,40.650000,,,False,duplicate_or_overlapping_event
pedal_step_000147,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:25:00+00:00,35,21.950000,1.000000,0.899179,True,none
pedal_step_000148,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:25:52+00:00,87,20.600000,3.000000,0.429709,True,none
pedal_step_000149,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:25:59+00:00,94,20.400000,,,False,duplicate_or_overlapping_event
pedal_step_000150,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:27:02+00:00,157,26.250000,0.000000,0.647506,True,none
pedal_step_000151,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:27:04+00:00,159,28.250000,,,False,duplicate_or_overlapping_event
pedal_step_000152,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:27:08+00:00,163,36.600000,,,False,duplicate_or_overlapping_event
pedal_step_000153,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:27:33+00:00,188,23.750000,,,False,zero_variance
pedal_step_000154,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:27:48+00:00,203,20.600000,2.000000,0.731786,True,none
pedal_step_000155,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:27:54+00:00,209,38.200000,,,False,duplicate_or_overlapping_event
pedal_step_000156,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:28:06+00:00,221,31.000000,0.000000,0.942360,True,none
pedal_step_000157,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:28:18+00:00,233,20.050000,,,False,zero_variance
pedal_step_000158,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:28:22+00:00,237,47.250000,,,False,duplicate_or_overlapping_event
pedal_step_000159,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:37:41+00:00,796,20.400000,1.000000,0.676211,True,none
pedal_step_000160,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:39:02+00:00,877,36.100000,0.000000,0.472767,True,none
pedal_step_000161,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:39:15+00:00,890,34.900000,0.000000,0.407559,True,none
pedal_step_000162,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:41:06+00:00,1001,36.300000,,,False,zero_variance
pedal_step_000163,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:44:05+00:00,1180,20.400000,,,False,zero_variance
pedal_step_000164,pedal_step_event,pedal_to_throttle_delay,trip_0006,trip_0006_seg_001,2017-07-07 17:44:18+00:00,1193,29.250000,0.000000,0.570448,True,none
