sub_check,left_out_trip,frozen_value,recalculated_value,deviation,deviation_pct,passes
5-S3_speed_std_120s_q50,trip_0001,12.393928357576476,12.753045,0.359117,2.8975,True
5-S3_speed_std_120s_q50,trip_0002,12.393928357576476,12.748613,0.354684,2.8618,True
5-S3_speed_std_120s_q50,trip_0003,12.393928357576476,12.753409,0.359481,2.9005,True
5-S3_speed_std_120s_q50,trip_0004,12.393928357576476,12.775057,0.381129,3.0751,True
5-S3_speed_std_120s_q50,trip_0005,12.393928357576476,12.760223,0.366295,2.9554,True
5-S3_speed_std_120s_q50,trip_0006,12.393928357576476,12.806279,0.412351,3.327,True
5-S3_speed_std_120s_q50,trip_0007,12.393928357576476,12.748806,0.354878,2.8633,True
5-S3_speed_std_120s_q50,trip_0008,12.393928357576476,12.742078,0.34815,2.809,True
5-S3_speed_std_120s_q50,trip_0009,12.393928357576476,12.737029,0.343101,2.7683,True
5-S3_speed_std_120s_q50,trip_0010,12.393928357576476,12.808543,0.414614,3.3453,True
5-S3_speed_std_120s_q50,trip_0011,12.393928357576476,12.764183,0.370254,2.9874,True
5-S3_speed_std_120s_q50,trip_0012,12.393928357576476,12.805458,0.41153,3.3204,True
5-S3_speed_std_120s_q50,trip_0013,12.393928357576476,12.786767,0.392838,3.1696,True
5-S3_speed_std_120s_q50,trip_0014,12.393928357576476,12.73419,0.340262,2.7454,True
5-S3_speed_std_120s_q50,trip_0015,12.393928357576476,12.692596,0.298668,2.4098,True
5-S3_speed_std_120s_q50,trip_0016,12.393928357576476,12.766654,0.372725,3.0073,True
5-S3_speed_std_120s_q50,trip_0017,12.393928357576476,12.771412,0.377483,3.0457,True
5-S3_speed_std_120s_q50,trip_0018,12.393928357576476,12.800111,0.406183,3.2773,True
5-S3_speed_std_120s_q50,trip_0019,12.393928357576476,12.776392,0.382463,3.0859,True
5-S3_speed_std_120s_q50,trip_0020,12.393928357576476,12.729964,0.336035,2.7113,True
5-S3_speed_std_120s_q50,trip_0021,12.393928357576476,12.786767,0.392838,3.1696,True
5-S3_speed_std_120s_q50,trip_0022,12.393928357576476,12.687625,0.293697,2.3697,True
5-S3_speed_std_120s_q50,trip_0023,12.393928357576476,12.784272,0.390344,3.1495,True
5-S3_speed_std_120s_q50,trip_0024,12.393928357576476,12.760518,0.366589,2.9578,True
5-S3_speed_std_120s_q50,trip_0025,12.393928357576476,12.776017,0.382089,3.0829,True
5-S3_speed_std_120s_q50,trip_0026,12.393928357576476,12.712085,0.318156,2.567,True
5-S3_speed_std_120s_q50,trip_0027,12.393928357576476,12.780987,0.387059,3.123,True
5-S3_speed_std_120s_q50,trip_0028,12.393928357576476,12.771409,0.377481,3.0457,True
5-S3_speed_std_120s_q50,trip_0029,12.393928357576476,12.805458,0.41153,3.3204,True
5-S3_speed_std_120s_q50,trip_0030,12.393928357576476,12.778212,0.384284,3.1006,True
5-S3_speed_std_120s_q50,trip_0031,12.393928357576476,12.776319,0.382391,3.0853,True
5-S3_speed_std_120s_q50,trip_0032,12.393928357576476,12.749625,0.355697,2.8699,True
5-S3_speed_std_120s_q50,trip_0033,12.393928357576476,12.76739,0.373462,3.0133,True
5-S3_speed_std_120s_q50,trip_0034,12.393928357576476,12.770872,0.376944,3.0414,True
5-S3_speed_std_120s_q50,trip_0035,12.393928357576476,12.826441,0.432512,3.4897,True
5-S3_speed_std_120s_q50,trip_0036,12.393928357576476,12.742661,0.348733,2.8137,True
5-S3_speed_std_120s_q50,trip_0037,12.393928357576476,12.786758,0.39283,3.1695,True
5-S3_speed_std_120s_q50,trip_0038,12.393928357576476,12.801071,0.407143,3.285,True
5-S3_speed_std_120s_q50,trip_0039,12.393928357576476,12.795726,0.401798,3.2419,True
5-S3_speed_std_120s_q50,trip_0040,12.393928357576476,12.791541,0.397613,3.2081,True
5-S3_speed_std_120s_q50,trip_0041,12.393928357576476,12.789812,0.395883,3.1942,True
5-S3_speed_std_120s_q50,trip_0042,12.393928357576476,12.812149,0.418221,3.3744,True
5-S3_speed_std_120s_q50,trip_0043,12.393928357576476,12.784836,0.390908,3.154,True
5-S3_speed_std_120s_q50,trip_0044,12.393928357576476,12.771305,0.377377,3.0449,True
5-S3_speed_std_120s_q50,trip_0045,12.393928357576476,12.769467,0.375539,3.03,True
5-S3_speed_std_120s_q50,trip_0046,12.393928357576476,12.749514,0.355585,2.869,True
5-S3_speed_std_120s_q50,trip_0047,12.393928357576476,12.73419,0.340262,2.7454,True
5-S3_speed_std_120s_q50,trip_0048,12.393928357576476,12.770255,0.376327,3.0364,True
5-S3_speed_std_120s_q50,trip_0049,12.393928357576476,12.808006,0.414078,3.341,True
5-S3_speed_std_120s_q50,trip_0050,12.393928357576476,12.754529,0.360601,2.9095,True
5-S3_speed_std_120s_q50,trip_0051,12.393928357576476,12.752213,0.358284,2.8908,True
5-S3_speed_std_120s_q50,trip_0052,12.393928357576476,12.79475,0.400822,3.234,True
5-S3_speed_std_120s_q50,trip_0053,12.393928357576476,12.690897,0.296968,2.3961,True
5-S3_speed_std_120s_q50,trip_0054,12.393928357576476,12.679314,0.285385,2.3026,True
5-S3_speed_std_120s_q50,trip_0055,12.393928357576476,12.724775,0.330847,2.6694,True
5-S3_speed_std_120s_q50,trip_0056,12.393928357576476,12.779272,0.385344,3.1091,True
5-S3_speed_std_120s_q50,trip_0057,12.393928357576476,12.73595,0.342021,2.7596,True
5-S3_speed_std_120s_q50,trip_0058,12.393928357576476,12.735488,0.341559,2.7559,True
5-S3_speed_std_120s_q50,trip_0059,12.393928357576476,12.773801,0.379872,3.065,True
5-S3_speed_std_120s_q50,trip_0060,12.393928357576476,12.757175,0.363247,2.9308,True
5-S3_speed_std_120s_q50,trip_0061,12.393928357576476,12.787387,0.393459,3.1746,True
5-S3_speed_std_120s_q50,trip_0062,12.393928357576476,12.776024,0.382095,3.0829,True
5-S3_speed_std_120s_q50,trip_0063,12.393928357576476,12.78523,0.391302,3.1572,True
5-S3_speed_std_120s_q50,trip_0064,12.393928357576476,12.750952,0.357024,2.8806,True
5-S3_speed_std_120s_q50,trip_0065,12.393928357576476,12.771972,0.378044,3.0502,True
