sub_check,left_out_trip,frozen_value,recalculated_value,deviation,deviation_pct,passes
5-S1_post_warmup__high_load_P95,trip_0070,26.5,25.3,-1.2,-4.5283,True
5-S1_post_warmup__high_load_P95,trip_0071,26.5,25.3,-1.2,-4.5283,True
5-S1_post_warmup__high_load_P95,trip_0072,26.5,25.5675,-0.9325,-3.5189,True
5-S1_post_warmup__high_load_P95,trip_0073,26.5,25.3,-1.2,-4.5283,True
5-S1_post_warmup__high_load_P95,trip_0074,26.5,25.195,-1.305,-4.9245,True
5-S1_post_warmup__high_load_P95,trip_0075,26.5,25.3,-1.2,-4.5283,True
5-S1_post_warmup__high_load_P95,trip_0076,26.5,25.1225,-1.3775,-5.1981,True
5-S1_post_warmup__high_load_P95,trip_0077,26.5,25.3,-1.2,-4.5283,True
5-S1_post_warmup__high_load_P95,trip_0078,26.5,25.3,-1.2,-4.5283,True
5-S1_post_warmup__high_load_P95,trip_0079,26.5,25.5,-1.0,-3.7736,True
5-S1_post_warmup__high_load_P95,trip_0080,26.5,25.3,-1.2,-4.5283,True
5-S1_post_warmup__high_load_P95,trip_0081,26.5,25.3,-1.2,-4.5283,True
