sub_check,left_out_trip,frozen_value,recalculated_value,deviation,deviation_pct,passes
5-S1_post_warmup__acceleration_P95,trip_0069,18.6,18.25,-0.35,-1.8817,True
5-S1_post_warmup__acceleration_P95,trip_0070,18.6,18.2,-0.4,-2.1505,True
5-S1_post_warmup__acceleration_P95,trip_0071,18.6,18.2,-0.4,-2.1505,True
5-S1_post_warmup__acceleration_P95,trip_0072,18.6,18.2,-0.4,-2.1505,True
5-S1_post_warmup__acceleration_P95,trip_0073,18.6,18.2,-0.4,-2.1505,True
5-S1_post_warmup__acceleration_P95,trip_0074,18.6,18.25,-0.35,-1.8817,True
5-S1_post_warmup__acceleration_P95,trip_0075,18.6,18.25,-0.35,-1.8817,True
5-S1_post_warmup__acceleration_P95,trip_0076,18.6,18.25,-0.35,-1.8817,True
5-S1_post_warmup__acceleration_P95,trip_0077,18.6,18.25,-0.35,-1.8817,True
5-S1_post_warmup__acceleration_P95,trip_0078,18.6,18.25,-0.35,-1.8817,True
5-S1_post_warmup__acceleration_P95,trip_0079,18.6,18.2,-0.4,-2.1505,True
5-S1_post_warmup__acceleration_P95,trip_0080,18.6,18.25,-0.35,-1.8817,True
5-S1_post_warmup__acceleration_P95,trip_0081,18.6,18.2,-0.4,-2.1505,True
